,Reporter,Partner,Trade_Indicator,CountryPair,L3
16533,Romania,Honduras,0.0,C642C340,N03
16534,Romania,"Hong Kong, China",0.001,C642C344,N03
16535,Romania,Hungary,0.2306,C642C348,N03
16536,Romania,Iceland,0.0,C642C352,N03
16537,Romania,India,0.0070999999999999995,C642C356,N03
16538,Romania,Indonesia,0.0,C642C360,N03
16539,Romania,Iran,0.0,C642C364,N03
16540,Romania,Ireland,0.026899999999999997,C642C372,N03
16541,Romania,Israel,0.0005,C642C376,N03
16542,Romania,Italy,0.0371,C642C380,N03
16543,Romania,C̫te d'Ivoire,0.0,C642C384,N03
16544,Romania,Jamaica,0.0,C642C388,N03
16545,Romania,Japan,0.0,C642C392,N03
16546,Romania,Kazakhstan,0.0,C642C398,N03
16547,Romania,Jordan,0.0,C642C400,N03
16548,Romania,Kenya,0.0,C642C404,N03
16549,Romania,"Korea, Republic of",0.001,C642C410,N03
16550,Romania,"Kuwait, the State of",0.0,C642C414,N03
16551,Romania,Kyrgyz Republic,0.0,C642C417,N03
16552,Romania,Lao PDR,0.0,C642C418,N03
16553,Romania,Lebanese Republic,0.0,C642C422,N03
16554,Romania,Lesotho,0.0,C642C426,N03
16555,Romania,Latvia,0.003,C642C428,N03
16556,Romania,Libya,0.0,C642C434,N03
16557,Romania,Lithuania,0.0027,C642C440,N03
16558,Romania,Luxembourg,0.0029,C642C442,N03
16559,Romania,"Macao, China",0.0,C642C446,N03
16560,Romania,Madagascar,0.0,C642C450,N03
16561,Romania,Malawi,0.0,C642C454,N03
16562,Romania,Malaysia,0.0003,C642C458,N03
16563,Romania,Maldives,0.0,C642C462,N03
16564,Romania,Mali,0.0,C642C466,N03
16565,Romania,Malta,0.045399999999999996,C642C470,N03
16566,Romania,Mauritania,0.0,C642C478,N03
16567,Romania,Mauritius,0.0,C642C480,N03
16568,Romania,Mexico,0.0,C642C484,N03
16569,Romania,Mongolia,0.0,C642C496,N03
16570,Romania,"Moldova, Republic of",0.0136,C642C498,N03
16571,Romania,Morocco,0.0,C642C504,N03
16572,Romania,Mozambique,0.0,C642C508,N03
16573,Romania,Oman,0.0,C642C512,N03
16574,Romania,Namibia,0.0,C642C516,N03
16575,Romania,Nepal,0.0,C642C524,N03
16576,Romania,Netherlands,0.0829,C642C528,N03
16577,Romania,New Zealand,0.0,C642C554,N03
16578,Romania,Nicaragua,0.0,C642C558,N03
16579,Romania,Niger,0.0,C642C562,N03
16580,Romania,Nigeria,0.0,C642C566,N03
16581,Romania,Norway,0.00039999999999999996,C642C578,N03
16582,Romania,Pakistan,0.0,C642C586,N03
16583,Romania,Panama,0.0,C642C591,N03
16584,Romania,Paraguay,0.0,C642C600,N03
16585,Romania,Peru,0.0,C642C604,N03
16586,Romania,Philippines,0.0,C642C608,N03
16587,Romania,Poland,0.0523,C642C616,N03
16588,Romania,Portugal,0.005,C642C620,N03
16589,Romania,Timor-Leste,0.0,C642C626,N03
16590,Romania,Qatar,0.0,C642C634,N03
16591,Romania,Russian Federation,0.0001,C642C643,N03
16592,Romania,Rwanda,0.0,C642C646,N03
16593,Romania,Saint Kitts and Nevis,0.0,C642C659,N03
16594,Romania,Saint Lucia,0.0,C642C662,N03
16595,Romania,Saint Vincent and the Grenadines,0.0,C642C670,N03
16596,Romania,Sao Tom̩ and Principe,0.0,C642C678,N03
16597,Romania,"Saudi Arabia, Kingdom of",0.0,C642C682,N03
16598,Romania,Senegal,0.0,C642C686,N03
16599,Romania,Seychelles,0.0,C642C690,N03
16600,Romania,Sierra Leone,0.0,C642C694,N03
16601,Romania,Singapore,0.00030000000000000003,C642C702,N03
16602,Romania,Slovak Republic,0.0043,C642C703,N03
16603,Romania,Viet Nam,0.0005,C642C704,N03
16604,Romania,Slovenia,0.043,C642C705,N03
16605,Romania,South Africa,0.0001,C642C710,N03
16606,Romania,Zimbabwe,0.0,C642C716,N03
16607,Romania,Spain,0.0115,C642C724,N03
16608,Romania,Sudan,0.0,C642C736,N03
16609,Romania,Suriname,0.0,C642C740,N03
16610,Romania,Eswatini,0.0,C642C748,N03
16611,Romania,Sweden,0.0006000000000000001,C642C752,N03
16612,Romania,Switzerland,0.1221,C642C756,N03
16613,Romania,Tajikistan,0.0,C642C762,N03
16614,Romania,Thailand,0.0,C642C764,N03
16615,Romania,Togo,0.0,C642C768,N03
16616,Romania,Tonga,0.0,C642C776,N03
16617,Romania,Trinidad and Tobago,0.0,C642C780,N03
16618,Romania,United Arab Emirates,0.0,C642C784,N03
16619,Romania,Tunisia,0.0,C642C788,N03
16620,Romania,Turkey,0.0124,C642C792,N03
16621,Romania,Uganda,0.0,C642C800,N03
16622,Romania,Ukraine,0.0011,C642C804,N03
16623,Romania,North Macedonia,0.0133,C642C807,N03
16624,Romania,Egypt,0.020900000000000002,C642C818,N03
16625,Romania,United Kingdom,0.0033,C642C826,N03
16626,Romania,Tanzania,0.0,C642C834,N03
16627,Romania,USA,0.0017000000000000001,C642C840,N03
16628,Romania,Burkina Faso,0.0,C642C854,N03
16629,Romania,Uruguay,0.0,C642C858,N03
16630,Romania,Uzbekistan,0.0,C642C860,N03
16631,Romania,Venezuela,0.0,C642C862,N03
16632,Romania,Samoa,0.0,C642C882,N03
16633,Romania,Yemen,0.0,C642C887,N03
16634,Romania,Serbia,0.0333,C642C892,N03
16635,Romania,Montenegro,0.0,C642C893,N03
16636,Romania,Zambia,0.0,C642C894,N03
16637,Russian Federation,Afghanistan,0.0,C643C004,N03
16638,Russian Federation,Albania,0.0,C643C008,N03
16639,Russian Federation,Algeria,0.0,C643C012,N03
16640,Russian Federation,Angola,0.0,C643C024,N03
16641,Russian Federation,Antigua and Barbuda,0.0,C643C028,N03
16642,Russian Federation,Azerbaijan,0.0,C643C031,N03
16643,Russian Federation,Argentina,0.0028,C643C032,N03
16644,Russian Federation,Australia,0.0039,C643C036,N03
16645,Russian Federation,Austria,0.0437,C643C040,N03
16646,Russian Federation,Bahamas,0.0,C643C044,N03
16647,Russian Federation,"Bahrain, Kingdom of",0.0,C643C048,N03
16648,Russian Federation,Bangladesh,0.0,C643C050,N03
16649,Russian Federation,Armenia,0.4456,C643C051,N03
16650,Russian Federation,Barbados,0.0,C643C052,N03
16651,Russian Federation,Belgium,0.0157,C643C056,N03
16652,Russian Federation,Bolivia,0.0,C643C068,N03
16653,Russian Federation,Bosnia & Herzegovina,0.5925,C643C070,N03
16654,Russian Federation,Botswana,0.0,C643C072,N03
16655,Russian Federation,Brazil,0.0086,C643C076,N03
16656,Russian Federation,Belize,0.0,C643C084,N03
16657,Russian Federation,Solomon Islands,0.0,C643C090,N03
16658,Russian Federation,Brunei Darussalam,0.0,C643C096,N03
16659,Russian Federation,Bulgaria,0.1084,C643C100,N03
16660,Russian Federation,Myanmar,0.0,C643C104,N03
16661,Russian Federation,Burundi,0.0,C643C108,N03
16662,Russian Federation,Belarus,0.7907000000000001,C643C112,N03
16663,Russian Federation,Cambodia,0.0,C643C116,N03
16664,Russian Federation,Cameroon,0.0,C643C120,N03
16665,Russian Federation,Canada,0.0284,C643C124,N03
16666,Russian Federation,Cabo Verde,0.0,C643C132,N03
16667,Russian Federation,Central African Republic,0.0,C643C140,N03
16668,Russian Federation,Sri Lanka,0.0,C643C144,N03
16669,Russian Federation,Chad,0.0,C643C148,N03
16670,Russian Federation,Chile,0.0007,C643C152,N03
16671,Russian Federation,China,0.062200000000000005,C643C156,N03
16672,Russian Federation,"Taipei, Chinese",0.0014,C643C158,N03
16673,Russian Federation,Colombia,0.0,C643C170,N03
16674,Russian Federation,Comoros,0.0,C643C174,N03
16675,Russian Federation,Congo,0.0,C643C178,N03
16676,Russian Federation,Congo (DRC),0.0,C643C180,N03
16677,Russian Federation,Costa Rica,0.0001,C643C188,N03
16678,Russian Federation,Croatia,0.0691,C643C191,N03
16679,Russian Federation,Cuba,0.0,C643C192,N03
16680,Russian Federation,Cyprus,0.0165,C643C196,N03
16681,Russian Federation,Czech Republic,0.0264,C643C203,N03
16682,Russian Federation,Benin,0.0,C643C204,N03
16683,Russian Federation,Denmark,0.0199,C643C208,N03
16684,Russian Federation,Dominican Republic,0.0106,C643C214,N03
16685,Russian Federation,Ecuador,0.0,C643C218,N03
16686,Russian Federation,El Salvador,0.0,C643C222,N03
16687,Russian Federation,Ethiopia,0.0,C643C231,N03
16688,Russian Federation,Estonia,0.07730000000000001,C643C233,N03
16689,Russian Federation,Fiji,0.0,C643C242,N03
16690,Russian Federation,Finland,0.036699999999999997,C643C246,N03
16691,Russian Federation,France,0.0679,C643C250,N03
16692,Russian Federation,Gabon,0.0,C643C266,N03
16693,Russian Federation,Georgia,0.005,C643C268,N03
16694,Russian Federation,The Gambia,0.0,C643C270,N03
16695,Russian Federation,Germany,0.2132,C643C276,N03
16696,Russian Federation,Ghana,0.0,C643C288,N03
16697,Russian Federation,Greece,0.0065,C643C300,N03
16698,Russian Federation,Grenada,0.0,C643C308,N03
16699,Russian Federation,Guatemala,0.0,C643C320,N03
16700,Russian Federation,Guinea,0.0,C643C324,N03
16701,Russian Federation,Guyana,0.0,C643C328,N03
16702,Russian Federation,Honduras,0.0,C643C340,N03
16703,Russian Federation,"Hong Kong, China",0.0001,C643C344,N03
16704,Russian Federation,Hungary,0.0662,C643C348,N03
16705,Russian Federation,Iceland,0.0,C643C352,N03
16706,Russian Federation,India,0.0689,C643C356,N03
16707,Russian Federation,Indonesia,0.0003,C643C360,N03
16708,Russian Federation,Iran,0.0,C643C364,N03
16709,Russian Federation,Ireland,0.0709,C643C372,N03
16710,Russian Federation,Israel,0.0209,C643C376,N03
16711,Russian Federation,Italy,0.09009999999999999,C643C380,N03
16712,Russian Federation,C̫te d'Ivoire,0.0,C643C384,N03
16713,Russian Federation,Jamaica,0.0,C643C388,N03
16714,Russian Federation,Japan,0.0224,C643C392,N03
16715,Russian Federation,Kazakhstan,0.5207,C643C398,N03
16716,Russian Federation,Jordan,0.0004,C643C400,N03
16717,Russian Federation,Kenya,0.0,C643C404,N03
16718,Russian Federation,"Korea, Republic of",0.0199,C643C410,N03
16719,Russian Federation,"Kuwait, the State of",0.0,C643C414,N03
16720,Russian Federation,Kyrgyz Republic,0.9163,C643C417,N03
16721,Russian Federation,Lao PDR,0.0,C643C418,N03
16722,Russian Federation,Lebanese Republic,0.0,C643C422,N03
16723,Russian Federation,Lesotho,0.0,C643C426,N03
16724,Russian Federation,Latvia,0.10590000000000001,C643C428,N03
16725,Russian Federation,Libya,0.0,C643C434,N03
16726,Russian Federation,Lithuania,0.0096,C643C440,N03
16727,Russian Federation,Luxembourg,0.0,C643C442,N03
16728,Russian Federation,"Macao, China",0.019799999999999998,C643C446,N03
16729,Russian Federation,Madagascar,0.0,C643C450,N03
16730,Russian Federation,Malawi,0.0,C643C454,N03
16731,Russian Federation,Malaysia,0.0028,C643C458,N03
16732,Russian Federation,Maldives,0.0,C643C462,N03
16733,Russian Federation,Mali,0.0,C643C466,N03
16734,Russian Federation,Malta,0.026799999999999997,C643C470,N03
16735,Russian Federation,Mauritania,0.0,C643C478,N03
16736,Russian Federation,Mauritius,0.0,C643C480,N03
16737,Russian Federation,Mexico,0.0039000000000000003,C643C484,N03
16738,Russian Federation,Mongolia,0.0126,C643C496,N03
16739,Russian Federation,"Moldova, Republic of",0.242,C643C498,N03
16740,Russian Federation,Morocco,0.0,C643C504,N03
16741,Russian Federation,Mozambique,0.0,C643C508,N03
16742,Russian Federation,Oman,0.0,C643C512,N03
16743,Russian Federation,Namibia,0.0,C643C516,N03
16744,Russian Federation,Nepal,0.0001,C643C524,N03
16745,Russian Federation,Netherlands,0.0373,C643C528,N03
16746,Russian Federation,New Zealand,0.0026999999999999997,C643C554,N03
16747,Russian Federation,Nicaragua,0.0,C643C558,N03
16748,Russian Federation,Niger,0.0,C643C562,N03
16749,Russian Federation,Nigeria,0.0,C643C566,N03
16750,Russian Federation,Norway,0.0048000000000000004,C643C578,N03
16751,Russian Federation,Pakistan,0.0183,C643C586,N03
16752,Russian Federation,Panama,0.0,C643C591,N03
16753,Russian Federation,Paraguay,0.0001,C643C600,N03
16754,Russian Federation,Peru,0.0039,C643C604,N03
16755,Russian Federation,Philippines,0.0,C643C608,N03
16756,Russian Federation,Poland,0.0484,C643C616,N03
16757,Russian Federation,Portugal,0.019799999999999998,C643C620,N03
16758,Russian Federation,Timor-Leste,0.0,C643C626,N03
16759,Russian Federation,Qatar,0.0,C643C634,N03
16760,Russian Federation,Romania,0.1264,C643C642,N03
16761,Russian Federation,Rwanda,0.0,C643C646,N03
16762,Russian Federation,Saint Kitts and Nevis,0.0,C643C659,N03
16763,Russian Federation,Saint Lucia,0.0,C643C662,N03
16764,Russian Federation,Saint Vincent and the Grenadines,0.0,C643C670,N03
16765,Russian Federation,Sao Tom̩ and Principe,0.0,C643C678,N03
16766,Russian Federation,"Saudi Arabia, Kingdom of",0.0,C643C682,N03
16767,Russian Federation,Senegal,0.0,C643C686,N03
16768,Russian Federation,Seychelles,0.0,C643C690,N03
16769,Russian Federation,Sierra Leone,0.0,C643C694,N03
16770,Russian Federation,Singapore,0.0077,C643C702,N03
16771,Russian Federation,Slovak Republic,0.1159,C643C703,N03
16772,Russian Federation,Viet Nam,0.0233,C643C704,N03
16773,Russian Federation,Slovenia,0.0824,C643C705,N03
16774,Russian Federation,South Africa,0.0002,C643C710,N03
16775,Russian Federation,Zimbabwe,0.0,C643C716,N03
16776,Russian Federation,Spain,0.028700000000000003,C643C724,N03
16777,Russian Federation,Sudan,0.0,C643C736,N03
16778,Russian Federation,Suriname,0.0,C643C740,N03
16779,Russian Federation,Eswatini,0.0,C643C748,N03
16780,Russian Federation,Sweden,0.023399999999999997,C643C752,N03
16781,Russian Federation,Switzerland,0.0815,C643C756,N03
16782,Russian Federation,Tajikistan,0.0,C643C762,N03
16783,Russian Federation,Thailand,0.0152,C643C764,N03
16784,Russian Federation,Togo,0.0,C643C768,N03
16785,Russian Federation,Tonga,0.0,C643C776,N03
16786,Russian Federation,Trinidad and Tobago,0.0,C643C780,N03
16787,Russian Federation,United Arab Emirates,0.0,C643C784,N03
16788,Russian Federation,Tunisia,0.0,C643C788,N03
16789,Russian Federation,Turkey,0.0205,C643C792,N03
16790,Russian Federation,Uganda,0.0,C643C800,N03
16791,Russian Federation,Ukraine,0.0573,C643C804,N03
16792,Russian Federation,North Macedonia,0.1739,C643C807,N03
16793,Russian Federation,Egypt,0.014799999999999999,C643C818,N03
16794,Russian Federation,United Kingdom,0.041,C643C826,N03
16795,Russian Federation,Tanzania,0.0,C643C834,N03
16796,Russian Federation,USA,0.1148,C643C840,N03
16797,Russian Federation,Burkina Faso,0.0,C643C854,N03
16798,Russian Federation,Uruguay,0.0024999999999999996,C643C858,N03
16799,Russian Federation,Uzbekistan,0.0804,C643C860,N03
16800,Russian Federation,Venezuela,0.0,C643C862,N03
16801,Russian Federation,Samoa,0.0,C643C882,N03
16802,Russian Federation,Yemen,0.0,C643C887,N03
16803,Russian Federation,Serbia,0.1519,C643C892,N03
16804,Russian Federation,Montenegro,0.6314,C643C893,N03
16805,Russian Federation,Zambia,0.0,C643C894,N03
16806,Russian Federation,European Union,0.6411,C643U918,N03
16807,"Saudi Arabia, Kingdom of",Afghanistan,0.0,C682C004,N03
16808,"Saudi Arabia, Kingdom of",Albania,0.0,C682C008,N03
16809,"Saudi Arabia, Kingdom of",Algeria,0.1893,C682C012,N03
16810,"Saudi Arabia, Kingdom of",Angola,0.0,C682C024,N03
16811,"Saudi Arabia, Kingdom of",Antigua and Barbuda,0.0,C682C028,N03
16812,"Saudi Arabia, Kingdom of",Azerbaijan,0.0,C682C031,N03
16813,"Saudi Arabia, Kingdom of",Argentina,0.00039999999999999996,C682C032,N03
16814,"Saudi Arabia, Kingdom of",Australia,0.0118,C682C036,N03
16815,"Saudi Arabia, Kingdom of",Austria,0.0207,C682C040,N03
16816,"Saudi Arabia, Kingdom of",Bahamas,0.0,C682C044,N03
16817,"Saudi Arabia, Kingdom of","Bahrain, Kingdom of",0.0205,C682C048,N03
16818,"Saudi Arabia, Kingdom of",Bangladesh,0.0,C682C050,N03
16819,"Saudi Arabia, Kingdom of",Armenia,0.0,C682C051,N03
16820,"Saudi Arabia, Kingdom of",Barbados,0.0,C682C052,N03
16821,"Saudi Arabia, Kingdom of",Belgium,0.0281,C682C056,N03
16822,"Saudi Arabia, Kingdom of",Bolivia,0.0211,C682C068,N03
16823,"Saudi Arabia, Kingdom of",Bosnia & Herzegovina,0.0,C682C070,N03
16824,"Saudi Arabia, Kingdom of",Botswana,0.0,C682C072,N03
16825,"Saudi Arabia, Kingdom of",Brazil,0.0031999999999999997,C682C076,N03
16826,"Saudi Arabia, Kingdom of",Belize,0.0,C682C084,N03
16827,"Saudi Arabia, Kingdom of",Solomon Islands,0.0,C682C090,N03
16828,"Saudi Arabia, Kingdom of",Brunei Darussalam,0.0,C682C096,N03
16829,"Saudi Arabia, Kingdom of",Bulgaria,0.0025,C682C100,N03
16830,"Saudi Arabia, Kingdom of",Myanmar,0.0,C682C104,N03
16831,"Saudi Arabia, Kingdom of",Burundi,0.0,C682C108,N03
16832,"Saudi Arabia, Kingdom of",Belarus,0.0,C682C112,N03
16833,"Saudi Arabia, Kingdom of",Cambodia,0.0003,C682C116,N03
16834,"Saudi Arabia, Kingdom of",Cameroon,0.0,C682C120,N03
16835,"Saudi Arabia, Kingdom of",Canada,0.015,C682C124,N03
16836,"Saudi Arabia, Kingdom of",Cabo Verde,0.0,C682C132,N03
16837,"Saudi Arabia, Kingdom of",Central African Republic,0.0,C682C140,N03
16838,"Saudi Arabia, Kingdom of",Sri Lanka,0.0,C682C144,N03
16839,"Saudi Arabia, Kingdom of",Chad,0.0,C682C148,N03
16840,"Saudi Arabia, Kingdom of",Chile,0.0008,C682C152,N03
16841,"Saudi Arabia, Kingdom of",China,0.0222,C682C156,N03
16842,"Saudi Arabia, Kingdom of","Taipei, Chinese",0.0008,C682C158,N03
16843,"Saudi Arabia, Kingdom of",Colombia,0.0,C682C170,N03
16844,"Saudi Arabia, Kingdom of",Comoros,0.0,C682C174,N03
16845,"Saudi Arabia, Kingdom of",Congo,0.0,C682C178,N03
16846,"Saudi Arabia, Kingdom of",Congo (DRC),0.0,C682C180,N03
16847,"Saudi Arabia, Kingdom of",Costa Rica,0.0004,C682C188,N03
16848,"Saudi Arabia, Kingdom of",Croatia,0.0,C682C191,N03
16849,"Saudi Arabia, Kingdom of",Cuba,0.0,C682C192,N03
16850,"Saudi Arabia, Kingdom of",Cyprus,0.015300000000000001,C682C196,N03
16851,"Saudi Arabia, Kingdom of",Czech Republic,0.0027,C682C203,N03
16852,"Saudi Arabia, Kingdom of",Benin,0.0,C682C204,N03
16853,"Saudi Arabia, Kingdom of",Denmark,0.0646,C682C208,N03
16854,"Saudi Arabia, Kingdom of",Dominican Republic,0.0016,C682C214,N03
16855,"Saudi Arabia, Kingdom of",Ecuador,0.0,C682C218,N03
16856,"Saudi Arabia, Kingdom of",El Salvador,0.0,C682C222,N03
16857,"Saudi Arabia, Kingdom of",Ethiopia,0.0,C682C231,N03
16858,"Saudi Arabia, Kingdom of",Estonia,0.01,C682C233,N03
16859,"Saudi Arabia, Kingdom of",Fiji,0.0,C682C242,N03
16860,"Saudi Arabia, Kingdom of",Finland,0.0107,C682C246,N03
16861,"Saudi Arabia, Kingdom of",France,0.1224,C682C250,N03
16862,"Saudi Arabia, Kingdom of",Gabon,0.0,C682C266,N03
16863,"Saudi Arabia, Kingdom of",Georgia,0.0017,C682C268,N03
16864,"Saudi Arabia, Kingdom of",The Gambia,0.0,C682C270,N03
16865,"Saudi Arabia, Kingdom of",Germany,0.168,C682C276,N03
16866,"Saudi Arabia, Kingdom of",Ghana,0.0,C682C288,N03
16867,"Saudi Arabia, Kingdom of",Greece,0.0057,C682C300,N03
16868,"Saudi Arabia, Kingdom of",Grenada,0.0,C682C308,N03
16869,"Saudi Arabia, Kingdom of",Guatemala,0.0,C682C320,N03
16870,"Saudi Arabia, Kingdom of",Guinea,0.0,C682C324,N03
16871,"Saudi Arabia, Kingdom of",Guyana,0.0,C682C328,N03
16872,"Saudi Arabia, Kingdom of",Honduras,0.0,C682C340,N03
16873,"Saudi Arabia, Kingdom of","Hong Kong, China",0.0,C682C344,N03
16874,"Saudi Arabia, Kingdom of",Hungary,0.0070999999999999995,C682C348,N03
16875,"Saudi Arabia, Kingdom of",Iceland,0.0,C682C352,N03
16876,"Saudi Arabia, Kingdom of",India,0.020900000000000002,C682C356,N03
16877,"Saudi Arabia, Kingdom of",Indonesia,0.0011,C682C360,N03
16878,"Saudi Arabia, Kingdom of",Iran,0.0,C682C364,N03
16879,"Saudi Arabia, Kingdom of",Ireland,0.0682,C682C372,N03
16880,"Saudi Arabia, Kingdom of",Israel,0.0,C682C376,N03
16881,"Saudi Arabia, Kingdom of",Italy,0.0543,C682C380,N03
16882,"Saudi Arabia, Kingdom of",C̫te d'Ivoire,0.0,C682C384,N03
16883,"Saudi Arabia, Kingdom of",Jamaica,0.0,C682C388,N03
16884,"Saudi Arabia, Kingdom of",Japan,0.0216,C682C392,N03
16885,"Saudi Arabia, Kingdom of",Kazakhstan,0.0,C682C398,N03
16886,"Saudi Arabia, Kingdom of",Jordan,0.3991,C682C400,N03
16887,"Saudi Arabia, Kingdom of",Kenya,0.0,C682C404,N03
16888,"Saudi Arabia, Kingdom of","Korea, Republic of",0.0037,C682C410,N03
16889,"Saudi Arabia, Kingdom of","Kuwait, the State of",0.7229,C682C414,N03
16890,"Saudi Arabia, Kingdom of",Kyrgyz Republic,0.0,C682C417,N03
16891,"Saudi Arabia, Kingdom of",Lao PDR,0.0,C682C418,N03
16892,"Saudi Arabia, Kingdom of",Lebanese Republic,0.26320000000000005,C682C422,N03
16893,"Saudi Arabia, Kingdom of",Lesotho,0.0,C682C426,N03
16894,"Saudi Arabia, Kingdom of",Latvia,0.0001,C682C428,N03
16895,"Saudi Arabia, Kingdom of",Libya,0.0,C682C434,N03
16896,"Saudi Arabia, Kingdom of",Lithuania,0.0001,C682C440,N03
16897,"Saudi Arabia, Kingdom of",Luxembourg,0.0001,C682C442,N03
16898,"Saudi Arabia, Kingdom of","Macao, China",0.0005,C682C446,N03
16899,"Saudi Arabia, Kingdom of",Madagascar,0.0,C682C450,N03
16900,"Saudi Arabia, Kingdom of",Malawi,0.0,C682C454,N03
16901,"Saudi Arabia, Kingdom of",Malaysia,0.0023,C682C458,N03
16902,"Saudi Arabia, Kingdom of",Maldives,0.0,C682C462,N03
16903,"Saudi Arabia, Kingdom of",Mali,0.0,C682C466,N03
16904,"Saudi Arabia, Kingdom of",Malta,0.0016,C682C470,N03
16905,"Saudi Arabia, Kingdom of",Mauritania,0.0,C682C478,N03
16906,"Saudi Arabia, Kingdom of",Mauritius,0.0,C682C480,N03
16907,"Saudi Arabia, Kingdom of",Mexico,0.0040999999999999995,C682C484,N03
16908,"Saudi Arabia, Kingdom of",Mongolia,0.0,C682C496,N03
16909,"Saudi Arabia, Kingdom of","Moldova, Republic of",0.0,C682C498,N03
16910,"Saudi Arabia, Kingdom of",Morocco,0.008799999999999999,C682C504,N03
16911,"Saudi Arabia, Kingdom of",Mozambique,0.0,C682C508,N03
16912,"Saudi Arabia, Kingdom of",Oman,0.2077,C682C512,N03
16913,"Saudi Arabia, Kingdom of",Namibia,0.0,C682C516,N03
16914,"Saudi Arabia, Kingdom of",Nepal,0.0008,C682C524,N03
16915,"Saudi Arabia, Kingdom of",Netherlands,0.0183,C682C528,N03
16916,"Saudi Arabia, Kingdom of",New Zealand,0.0019,C682C554,N03
16917,"Saudi Arabia, Kingdom of",Nicaragua,0.0,C682C558,N03
16918,"Saudi Arabia, Kingdom of",Niger,0.0,C682C562,N03
16919,"Saudi Arabia, Kingdom of",Nigeria,0.0,C682C566,N03
16920,"Saudi Arabia, Kingdom of",Norway,0.019,C682C578,N03
16921,"Saudi Arabia, Kingdom of",Pakistan,0.0112,C682C586,N03
16922,"Saudi Arabia, Kingdom of",Panama,0.0,C682C591,N03
16923,"Saudi Arabia, Kingdom of",Paraguay,0.0,C682C600,N03
16924,"Saudi Arabia, Kingdom of",Peru,0.001,C682C604,N03
16925,"Saudi Arabia, Kingdom of",Philippines,0.0,C682C608,N03
16926,"Saudi Arabia, Kingdom of",Poland,0.0056,C682C616,N03
16927,"Saudi Arabia, Kingdom of",Portugal,0.0252,C682C620,N03
16928,"Saudi Arabia, Kingdom of",Timor-Leste,0.0,C682C626,N03
16929,"Saudi Arabia, Kingdom of",Qatar,0.0,C682C634,N03
16930,"Saudi Arabia, Kingdom of",Romania,0.0002,C682C642,N03
16931,"Saudi Arabia, Kingdom of",Russian Federation,0.0063,C682C643,N03
16932,"Saudi Arabia, Kingdom of",Rwanda,0.0,C682C646,N03
16933,"Saudi Arabia, Kingdom of",Saint Kitts and Nevis,0.0,C682C659,N03
16934,"Saudi Arabia, Kingdom of",Saint Lucia,0.0,C682C662,N03
16935,"Saudi Arabia, Kingdom of",Saint Vincent and the Grenadines,0.0,C682C670,N03
16936,"Saudi Arabia, Kingdom of",Sao Tom̩ and Principe,0.0,C682C678,N03
16937,"Saudi Arabia, Kingdom of",Senegal,0.0,C682C686,N03
16938,"Saudi Arabia, Kingdom of",Seychelles,0.0,C682C690,N03
16939,"Saudi Arabia, Kingdom of",Sierra Leone,0.0,C682C694,N03
16940,"Saudi Arabia, Kingdom of",Singapore,0.0097,C682C702,N03
16941,"Saudi Arabia, Kingdom of",Slovak Republic,0.0,C682C703,N03
16942,"Saudi Arabia, Kingdom of",Viet Nam,0.0202,C682C704,N03
16943,"Saudi Arabia, Kingdom of",Slovenia,0.0026,C682C705,N03
16944,"Saudi Arabia, Kingdom of",South Africa,0.0067,C682C710,N03
16945,"Saudi Arabia, Kingdom of",Zimbabwe,0.0,C682C716,N03
16946,"Saudi Arabia, Kingdom of",Spain,0.028300000000000002,C682C724,N03
16947,"Saudi Arabia, Kingdom of",Sudan,0.0,C682C736,N03
16948,"Saudi Arabia, Kingdom of",Suriname,0.9313,C682C740,N03
16949,"Saudi Arabia, Kingdom of",Eswatini,0.0,C682C748,N03
16950,"Saudi Arabia, Kingdom of",Sweden,0.0682,C682C752,N03
16951,"Saudi Arabia, Kingdom of",Switzerland,0.0585,C682C756,N03
16952,"Saudi Arabia, Kingdom of",Tajikistan,0.0,C682C762,N03
16953,"Saudi Arabia, Kingdom of",Thailand,0.005399999999999999,C682C764,N03
16954,"Saudi Arabia, Kingdom of",Togo,0.0,C682C768,N03
16955,"Saudi Arabia, Kingdom of",Tonga,0.0,C682C776,N03
16956,"Saudi Arabia, Kingdom of",Trinidad and Tobago,0.0,C682C780,N03
16957,"Saudi Arabia, Kingdom of",United Arab Emirates,0.1175,C682C784,N03
16958,"Saudi Arabia, Kingdom of",Tunisia,0.07940000000000001,C682C788,N03
16959,"Saudi Arabia, Kingdom of",Turkey,0.0104,C682C792,N03
16960,"Saudi Arabia, Kingdom of",Uganda,0.0,C682C800,N03
16961,"Saudi Arabia, Kingdom of",Ukraine,0.0,C682C804,N03
16962,"Saudi Arabia, Kingdom of",North Macedonia,0.0,C682C807,N03
16963,"Saudi Arabia, Kingdom of",Egypt,0.16249999999999998,C682C818,N03
16964,"Saudi Arabia, Kingdom of",United Kingdom,0.060200000000000004,C682C826,N03
16965,"Saudi Arabia, Kingdom of",Tanzania,0.0,C682C834,N03
16966,"Saudi Arabia, Kingdom of",USA,0.1427,C682C840,N03
16967,"Saudi Arabia, Kingdom of",Burkina Faso,0.0,C682C854,N03
16968,"Saudi Arabia, Kingdom of",Uruguay,0.0012000000000000001,C682C858,N03
16969,"Saudi Arabia, Kingdom of",Uzbekistan,0.0,C682C860,N03
